textID	 # words 	genre	year	title	author	source
470250	 7,685 	MAG	1939	Germany would lose	Willson Woodside	Harpers: 1939-07 p. 113-125
487450	 3,243 	MAG	1940	Between Two Worlds	Nicolson, Harold	The Nation: 12/28/1940, Vol. 151 Issue 26, p651-654, 4p
491150	 8,513 	MAG	1940	WAR HAS LOST ITS POCKET	Garrett, Garet	Saturday Evening Post: 1/13/1940, Vol. 212 Issue 29, p12-59, 7p
491950	 5,005 	MAG	1941	IN THIS CORNER: 250,000 CONTENDERS	Aitken, Thomas	Saturday Evening Post: 2/8/1941, Vol. 213 Issue 32, p24-64, 5p
492250	 6,373 	MAG	1941	STRICTLY PERSONAL	Maugham, W. Somerset	Saturday Evening Post: 3/22/1941, Vol. 213 Issue 38, p9-128, 6p
156450	 316 	MAG	1942	Piece of Earth		Time Magazine: 1942/09/21
156550	 317 	MAG	1942	New Leaders in Australia		Time Magazine: 1942/09/28
156650	 383 	MAG	1942	End of Uncertainty?		Time Magazine: 1942/10/05
156750	 230 	MAG	1942	Warning		Time Magazine: 1942/11/02
156850	 492 	MAG	1942	Unfinished Business		Time Magazine: 1942/12/07
156950	 55 	MAG	1942	With My People		Time Magazine: 1942/12/14
431250	 1,461 	MAG	1942	Three Wars are Too Many	Booth Tarkington	Good Housekeeping: 1942: October: 30, 215-216
157250	 163 	MAG	1943	Decade		Time Magazine: 1943/03/08
157350	 235 	MAG	1943	Inevitable Break		Time Magazine: 1943/09/03
157450	 449 	MAG	1943	Whither		Time Magazine: 1943/09/20
157550	 402 	MAG	1943	'Soap' for Harry		Time Magazine: 1943/10/11
475050	 5,093 	MAG	1943	The Japanese-Americans in Hawaii	Cecil Hengy Coggins	Harpers: 1943-06 p. 75-83
157050	 470 	MAG	1943	Woman from Sun Prairie		Time Magazine: 1943/02/08
157150	 146 	MAG	1943	Personal Use Only		Time Magazine: 1943/02/15
157650	 459 	MAG	1944	San Diego, Calif		Time Magazine: 1944/03/06
157750	 489 	MAG	1944	Practicing Democrat		Time Magazine: 1944/11/01
157850	 59 	MAG	1944	Man of his Word		Time Magazine: 1944/06/12
157950	 345 	MAG	1944	Shocking Facts		Time Magazine: 1944/12/31
158050	 97 	MAG	1944	Who Won		Time Magazine: 1944/08/14
158150	 220 	MAG	1945	Stingers		Time Magazine: 1945/01/08
158250	 193 	MAG	1945	Grande Arm		Time Magazine: 1945/01/15
158350	 477 	MAG	1945	[People]		Time Magazine: 1945/04/02
158450	 304 	MAG	1945	Reporter, Spare My Quotes		Time Magazine: 1945/04/16
158550	 457 	MAG	1945	Just Deserts		Time Magazine: 1945/10/28
158650	 381 	MAG	1945	[Miscellany]		Time Magazine: 1945/06/04
158750	 356 	MAG	1945	G.I. 'Heaven'		Time Magazine: 1945/06/18
158850	 395 	MAG	1945	Explosive Crisis		Time Magazine: 1945/06/02
158950	 301 	MAG	1945	20th-Century Vermeer		Time Magazine: 1945/09/10
159050	 370 	MAG	1945	[Milestones]		Time Magazine: 1945/10/01
159150	 521 	MAG	1945	The New Pictures		Time Magazine: 1945/10/08
159250	 192 	MAG	1945	Man to Watch?		Time Magazine: 1945/11/26
159350	 225 	MAG	1945	The Source		Time Magazine: 1945/12/17
305250	 178 	MAG	1945	Rainbow Gunsight		Time Magazine: 1945/04/09
305750	 234 	MAG	1945	Untamed Shrews		Time Magazine: 1945/01/29
491850	 8,746 	MAG	1945	The Philippines Never Surrendered	Kuder, Edward M.<BR>Martin, Pete	Saturday Evening Post: 2/10/1945, Vol. 217 Issue 33, p9-63, 8p
305850	 509 	MAG	1946	The New Pictures		Time Magazine: 1946/10/14
305350	 474 	MAG	1946	Innocent Abroad?		Time Magazine: 1946/08/26
306150	 288 	MAG	1946	What Color Is Death?		Time Magazine: 1946/01/21
306250	 489 	MAG	1946	The New Policy		Time Magazine: 1946/03/18
306450	 367 	MAG	1946	[Miscellany]		Time Magazine: 1946/12/16
306550	 470 	MAG	1946	Behind the Windbreaks		Time Magazine: 1946/12/30
449950	 7,043 	MAG	1946	Jumping over the hump	John Bartlett Ballou	The Atlantic Monthly: Sep 1946: p. 82
159450	 248 	MAG	1946	Rain		Time Magazine: 1946/02/04
159550	 308 	MAG	1946	Days before Lent		Time Magazine: 1946/03/11
159650	 279 	MAG	1946	Trouble at Trinity		Time Magazine: 1946/06/13
159750	 303 	MAG	1946	Henry Gets a Mountain		Time Magazine: 1946/06/27
159850	 467 	MAG	1946	'Good Luck, Mr. Byrnes'		Time Magazine: 1946/08/05
159950	 163 	MAG	1946	Spelling Bee		Time Magazine: 1946/09/23
160050	 448 	MAG	1946	To Darkest Africa		Time Magazine: 1946/11/04
160150	 255 	MAG	1946	'A Little Crazy'		Time Magazine: 1946/11/18
431350	 1,626 	MAG	1946	Somebody's Getting Married	Marion Vallat Emrich	Good Housekeeping: 1946: August: 39, 161-163
306350	 502 	MAG	1947	The New Pictures		Time Magazine: 1947/06/02
305450	 64 	MAG	1947	No Cut?		Time Magazine: 1947/08/19
305950	 399 	MAG	1947	Black List		Time Magazine: 1947/12/15
306050	 56 	MAG	1949	What's in a Name?		Time Magazine: 1949/11/14
305550	 451 	MAG	1949	Read & Reflect		Time Magazine: 1949/03/21
305650	 383 	MAG	1949	Milk & Spinach		Time Magazine: 1949/09/05
231450	 170 	MAG	1950	Quiet Election		Time Magazine: 1950/06/26
230150	 383 	MAG	1950	The Illustrious Unknown		Time Magazine: 1950/01/30
230250	 429 	MAG	1950	'What I Have To Do'		Time Magazine: 1950/04/10
230350	 332 	MAG	1950	'It's in You'		Time Magazine: 1950/09/04
232250	 357 	MAG	1950	Deadly Strain		Time Magazine: 1950/01/23
232350	 326 	MAG	1950	Goodyear's Deal		Time Magazine: 1950/03/06
232450	 371 	MAG	1950	The Old College Try		Time Magazine: 1950/03/20
232550	 283 	MAG	1950	Battle for a Beachhead		Time Magazine: 1950/08/14
232650	 316 	MAG	1950	'Contemporary Poetry'		Time Magazine: 1950/12/18
232750	 257 	MAG	1950	Schizomaniac in Paris		Time Magazine: 1950/12/25
492350	 5,772 	MAG	1950	I Get 'Em When They're Broke	Kurtz, Irwin<BR>Burton, Hal	Saturday Evening Post: 1/21/1950, Vol. 222 Issue 30, p24-74, 6p, 3 cartoons
232850	 143 	MAG	1951	Poisonous Dose		Time Magazine: 1951/08/21
232950	 285 	MAG	1951	Books for the World		Time Magazine: 1951/08/20
233050	 192 	MAG	1951	Report Card		Time Magazine: 1951/10/08
233150	 200 	MAG	1951	Cheaper Tires		Time Magazine: 1951/12/17
233250	 340 	MAG	1951	New Picture		Time Magazine: 1951/12/24
231650	 480 	MAG	1951	New Plays in Manhattan		Time Magazine: 1951/03/19
231750	 317 	MAG	1951	Presbyterian Salt		Time Magazine: 1951/06/04
230450	 92 	MAG	1951	Bouquet from Teacher		Time Magazine: 1951/06/07
230550	 418 	MAG	1951	Out in the Open		Time Magazine: 1951/08/06
230650	 77 	MAG	1951	Soap Sermon		Time Magazine: 1951/11/05
230750	 102 	MAG	1951	Big Doings in Bellaire		Time Magazine: 1951/11/19
476350	 4,611 	MAG	1951	Bull's eye for Dulles	John Robinson Beal	Harpers: 1951-11 p. 88-94
233450	 280 	MAG	1952	Poet's Sentence		Time Magazine: 1952/06/23
233550	 473 	MAG	1952	Brain & Mind		Time Magazine: 1952/08/21
476450	 4,870 	MAG	1952	Perspective on South Africa	Bart Jan Bok	Harpers: 1952-07 p. 51-59
230850	 254 	MAG	1952	Peace Without Illusion		Time Magazine: 1952/06/02
230950	 455 	MAG	1952	Moonbeam McSwine's Fate		Time Magazine: 1952/08/11
233350	 214 	MAG	1952	Forgotten History		Time Magazine: 1952/06/16
431450	 1,832 	MAG	1952	She Fought For the Children	Albert Q. Maisel	Reader's Digest: 1952: March: 49-53
231850	 515 	MAG	1953	Antidote for Easy Living		Time Magazine: 1953/08/17
231950	 372 	MAG	1953	[Milestones]		Time Magazine: 1953/09/14
232050	 203 	MAG	1953	From Teeming Shores		Time Magazine: 1953/12/28
233650	 204 	MAG	1953	Cause for Alarm?		Time Magazine: 1953/06/01
233750	 378 	MAG	1953	Coming of Age		Time Magazine: 1953/10/12
129850	 2,540 	MAG	1954	THE YANKEES' REAL BOSS		Sports Illustrated: September 20, 1954
233850	 156 	MAG	1954	No Neckties		Time Magazine: 1954/01/04
233950	 545 	MAG	1954	Mellow Mood		Time Magazine: 1954/02/01
234050	 354 	MAG	1954	How Are the Bills Paid?		Time Magazine: 1954/02/08
234150	 230 	MAG	1954	Philosophers' Cell		Time Magazine: 1954/02/22
234250	 528 	MAG	1954	GUARANTEED WAGES		Time Magazine: 1954/04/19
234350	 225 	MAG	1954	CURRENT & CHOICE		Time Magazine: 1954/04/26
234450	 115 	MAG	1954	Doubtful Peace		Time Magazine: 1954/06/21
234550	 478 	MAG	1954	Lucy & the Gifted Child		Time Magazine: 1954/06/28
234650	 262 	MAG	1954	Scoreboard		Time Magazine: 1954/06/12
488250	 2,586 	MAG	1954	Secret Blacklist: Untold Story of the U. S. I. A		The Nation: 10/30/1954, Vol. 179 Issue 18, p376-379, 4p
494350	 3,241 	MAG	1954	An Empty Briefcase at Rio	Fitzsimmons, Tom	The New Republic: 12/13/54, Vol. 131 Issue 24, p12-15, 4p
231550	 316 	MAG	1954	Forced Confession		Time Magazine: 1954/12/27
232150	 95 	MAG	1954	Going Up		Time Magazine: 1954/01/05
231050	 376 	MAG	1954	The Flower of Spring		Time Magazine: 1954/03/15
231150	 279 	MAG	1954	Radio Sextant		Time Magazine: 1954/01/19
231250	 383 	MAG	1954	Temple on the Thames		Time Magazine: 1954/10/04
231350	 433 	MAG	1954	Battlefield Hamlet		Time Magazine: 1954/11/08
494550	 4,472 	MAG	1956	The Schools of Yesteryear		The New Republic: 11/19/56, Vol. 135 Issue 21, p13-17, 5p
431550	 1,609 	MAG	1957	How Ethical Are These Lawyers?	John Barker Waite	Reader's Digest: 1957: November: 56-59
132450	 3,188 	MAG	1957	A MEAN HAND WITH A ROCK		Sports Illustrated: October 21, 1957
61050	 869 	MAG	1958	The Bubi of Berlin		Sports Illustrated: October 20, 1958
267550	 529 	MAG	1960	[Letters]		Time Magazine: 1960/03/07
267650	 485 	MAG	1960	The Ugly & the Beautiful		Time Magazine: 1960/03/21
267750	 467 	MAG	1960	One of the Gang		Time Magazine: 1960/03/16
267850	 528 	MAG	1960	[Letters]		Time Magazine: 1960/10/17
267950	 365 	MAG	1960	New Kind of Statesmanship		Time Magazine: 1960/12/05
268050	 420 	MAG	1960	Winners Take Nothing		Time Magazine: 1960/12/26
270350	 451 	MAG	1960	Pangs of Pessimism		Time Magazine: 1960/08/09
270450	 462 	MAG	1960	Knocking the Stuffings Out		Time Magazine: 1960/09/26
270550	 374 	MAG	1961	New Man for the Trib		Time Magazine: 1961/03/03
270650	 486 	MAG	1961	Wagner Is Wagner		Time Magazine: 1961/12/21
270750	 521 	MAG	1961	A Watch on the Wine		Time Magazine: 1961/11/03
268150	 215 	MAG	1961	Lift for the Lopsided		Time Magazine: 1961/04/21
268250	 378 	MAG	1961	[Milestones]		Time Magazine: 1961/06/16
268350	 455 	MAG	1961	Twice Around the World		Time Magazine: 1961/08/04
268450	 320 	MAG	1961	The Gymnaestrada		Time Magazine: 1961/08/11
268550	 363 	MAG	1961	Full Circle		Time Magazine: 1961/09/29
268650	 462 	MAG	1961	The Two-Way Street		Time Magazine: 1961/12/08
267350	 495 	MAG	1961	The Black Sheep		Time Magazine: 1961/06/23
477950	 3,846 	MAG	1962	The breakup of the tribe	Paul Murphy Pickrel	Harpers: 1962-09 p. 98-106
431650	 1,847 	MAG	1962	What Hollywood Does to Women	Elizabeth Pope	Good Housekeeping: 1962: June: 32, 35-37
268750	 348 	MAG	1962	'Intolerable Conditions'		Time Magazine: 1962/02/23
268850	 211 	MAG	1962	Doctoring the New Haven		Time Magazine: 1962/03/30
268950	 500 	MAG	1962	The Gallic Bomb		Time Magazine: 1962/04/27
269050	 332 	MAG	1962	The Musical Life		Time Magazine: 1962/12/18
269150	 460 	MAG	1962	Reigning Beauties		Time Magazine: 1962/06/08
269250	 90 	MAG	1962	Who Won		Time Magazine: 1962/06/20
269350	 477 	MAG	1962	Silence in the Senate		Time Magazine: 1962/08/24
269450	 387 	MAG	1963	Vintage Scherzo		Time Magazine: 1963/03/08
269550	 455 	MAG	1963	A Very Delicate Question		Time Magazine: 1963/03/22
269650	 238 	MAG	1963	Travel Orders		Time Magazine: 1963/12/31
269750	 523 	MAG	1963	Miniature Maharajahs in the 'Taj Mahal'		Time Magazine: 1963/02/19
269850	 314 	MAG	1963	The Polls		Time Magazine: 1963/11/08
267450	 459 	MAG	1963	A Dream of Speed		Time Magazine: 1963/08/16
206950	 379 	MAG	1963	Sudan v. Christians		Time Magazine: 1963/02/01
207050	 486 	MAG	1963	Nip-Ups, Anyone?		Time Magazine: 1963/02/15
207150	 250 	MAG	1963	Krebiozen & Cancer		Time Magazine: 1963/03/01
207250	 518 	MAG	1963	Matson's Rescue Drill		Time Magazine: 1963/04/05
207350	 335 	MAG	1963	Everyone's Bank		Time Magazine: 1963/04/26
207450	 315 	MAG	1963	How Not to Die Of Pneumonia		Time Magazine: 1963/10/10
493850	 2,310 	MAG	1964	THE WEEK		The New Republic: 12/5/64, Vol. 151 Issue 23, p3-6, 4p
269950	 294 	MAG	1964	The Hi-Fi Snore		Time Magazine: 1964/01/31
270050	 441 	MAG	1964	Magnetic Metalworking		Time Magazine: 1964/12/08
270150	 436 	MAG	1964	TELEVISION		Time Magazine: 1964/10/23
270250	 256 	MAG	1964	What's in a Name?		Time Magazine: 1964/12/11
208150	 339 	MAG	1965	Clear It with George		Time Magazine: 1965/01/08
208250	 320 	MAG	1965	Censoring Orphan Annie		Time Magazine: 1965/02/26
208350	 478 	MAG	1965	Sooner than Apopo		Time Magazine: 1965/03/19
208450	 249 	MAG	1965	Why We Guard Against Subversion		Time Magazine: 1965/06/11
208550	 477 	MAG	1965	Jeeemy, Jeeerny, Jeeemy		Time Magazine: 1965/06/25
208650	 497 	MAG	1965	The Astro-Scientists		Time Magazine: 1965/12/09
492050	 13,410 	MAG	1965	'Has anybody here seen Kelly?'	Lapham, Lewis H.	Saturday Evening Post: 4/24/1965, Vol. 238 Issue 8, p32-53, 12p, 1 color
98650	 832 	MAG	1966	LOS ANGELES RAMS		Sports Illustrated: September 12, 1966
490650	 3,749 	MAG	1967	Talk of the Town	Trillin,Calvin	New Yorker: 1967-01-28: p. 25-29
431750	 3,575 	MAG	1967	Madagascar: Island at the End of the Earth	Luis Marden	National Geographic: 1967: October: 443, 446-7, 451-2, 454-6, 458, 460-3, 468, 470, 47
99950	 7,322 	MAG	1968	MYSTERY MAKES A WRITER		Sports Illustrated: March 25, 1968
491550	 5,543 	MAG	1968	HOW BOBBY PLANS TO WIN IT	Wise, David	Saturday Evening Post: 6/1/1968, Vol. 241 Issue 11, p23-70, 6p, 3 color
494650	 2,063 	MAG	1970	COMMENT		The New Republic: 11/28/70, Vol. 163 Issue 22, p5-8, 4p
479150	 2,101 	MAG	1970	Can the Nixon Administration be doing something right?	John Fischer	Harpers: 1970-11 p. 22-37
494750	 1,515 	MAG	1971	Selling the Pentagon in North Carolina: Army Snow Job	Robb, William L.	The New Republic: 12/11/71, Vol. 165 Issue 24, p15-17, 3p
491250	 5,632 	MAG	1972	The Heritability of Intelligence	Jensen, Arthur R.<SUP>1</SUP>	Saturday Evening Post: Summer1972, Vol. 244 Issue 2, p9-152, 6p
431850	 1,349 	MAG	1973	All About Buying Seafood	James E. Roper	Reader's Digest: 1973: August: 71-74
487950	 2,850 	MAG	1974	An Attempt to Own History	Lewis, Finlay	The Nation: 10/19/1974, Vol. 219 Issue 12, p366-369, 4p
289750	 460 	MAG	1975	The Lion Tamers on '75		Time Magazine: 1975/01/13
289850	 413 	MAG	1975	Arms and the Ban		Time Magazine: 1975/03/10
289950	 483 	MAG	1975	Teilhard in the Trenches		Time Magazine: 1975/04/14
290050	 518 	MAG	1975	The Atomic Doctor		Time Magazine: 1975/04/28
290150	 485 	MAG	1975	Phase Two for Boston		Time Magazine: 1975/11/26
290250	 467 	MAG	1975	Refugee Medics		Time Magazine: 1975/06/30
290350	 518 	MAG	1975	Heavenly Hound	RICHARD SCHICKEL	Time Magazine: 1975/08/11
290450	 405 	MAG	1975	The Man Who Made LIFE		Time Magazine: 1975/09/08
290550	 453 	MAG	1975	Haunted Housing		Time Magazine: 1975/09/22
494950	 4,111 	MAG	1975	The UN Against Itself	Astrachan, Anthony	The New Republic: 11/29/75, Vol. 173 Issue 22, p11-15, 5p
290650	 523 	MAG	1976	Viewpoints: The Second Season	RICHARD SCHICKEL	Time Magazine: 1976/02/09
290750	 304 	MAG	1976	Report Card		Time Magazine: 1976/02/23
290850	 420 	MAG	1976	To a Dumpy New Life		Time Magazine: 1976/06/21
290950	 505 	MAG	1976	A Man Among Old Friends		Time Magazine: 1976/09/06
291050	 415 	MAG	1976	THE FORD-CARTER CHARACTER TEST		Time Magazine: 1976/10/04
291150	 468 	MAG	1976	HE KYPNTb,TOBAPMLUr!*		Time Magazine: 1976/11/08
286750	 165 	MAG	1976	NASA's Rescue Ball		Time Magazine: 1976/04/19
286850	 450 	MAG	1976	Beastly or Manly?		Time Magazine: 1976/06/10
286950	 525 	MAG	1976	The Bugs Are Coming		Time Magazine: 1976/12/12
287050	 447 	MAG	1976	Tactical Retreat		Time Magazine: 1976/08/26
287150	 341 	MAG	1976	Gas War		Time Magazine: 1976/08/09
287250	 391 	MAG	1976	Down Goes the Peso		Time Magazine: 1976/09/13
287350	 465 	MAG	1976	Calder: The Mobile Stops		Time Magazine: 1976/11/22
287450	 500 	MAG	1977	Cold Comforts	R.Z. SHEPPARD	Time Magazine: 1977/02/07
287550	 518 	MAG	1977	A Little Experience Is ... Useful		Time Magazine: 1977/04/18
287650	 490 	MAG	1977	The Perils of Doing Your Duty		Time Magazine: 1977/06/06
287750	 430 	MAG	1977	Working on the Sabbath		Time Magazine: 1977/06/27
287850	 370 	MAG	1977	[Milestones]		Time Magazine: 1977/08/01
291250	 519 	MAG	1977	Wooden Priests, Painted Dragons	ROBERT HUGHES	Time Magazine: 1977/01/17
291350	 350 	MAG	1977	Night Thoughts	RICHARD SCHICKEL	Time Magazine: 1977/02/21
291450	 423 	MAG	1977	Like Having Your Dad Die		Time Magazine: 1977/03/07
291550	 501 	MAG	1977	NOW IT IS UP TO CONGRESS		Time Magazine: 1977/09/02
291650	 474 	MAG	1977	A Strange Mix of Confidence and Doubt		Time Magazine: 1977/06/13
291750	 521 	MAG	1977	Going to Bat for Beleaguered Bert		Time Magazine: 1977/02/25
291850	 361 	MAG	1977	[A Letter From The Publisher]		Time Magazine: 1977/12/26
287950	 476 	MAG	1977	[Letters]		Time Magazine: 1977/08/22
288050	 434 	MAG	1977	Phone Calls and Philandering		Time Magazine: 1977/09/05
288150	 289 	MAG	1977	Don't Buy Us		Time Magazine: 1977/09/19
288250	 455 	MAG	1977	[People]		Time Magazine: 1977/10/10
288350	 539 	MAG	1977	Striking out of Weakness?		Time Magazine: 1977/10/24
288450	 126 	MAG	1977	Best Sellers		Time Magazine: 1977/12/05
431950	 3,952 	MAG	1978	Part 2 Kenya Game: Nort hto Naibor Keju	Robert F. Jones	Sports Illustrated: 1978: : 34,36-40, 43
288550	 456 	MAG	1978	Helping Britain Buy British		Time Magazine: 1978/01/02
288650	 444 	MAG	1978	A Separate Disloyalty	R.Z. SHEPPARD	Time Magazine: 1978/03/06
288750	 456 	MAG	1978	Recovering from Frostbite		Time Magazine: 1978/04/17
288850	 369 	MAG	1978	Splendor Inside the Walls	A.T. BAKER	Time Magazine: 1978/06/05
288950	 421 	MAG	1978	A Fragmented, Pragmatic Court		Time Magazine: 1978/08/17
289050	 499 	MAG	1978	America's South African Dilemma		Time Magazine: 1978/09/18
289150	 520 	MAG	1978	[People]		Time Magazine: 1978/11/27
291950	 360 	MAG	1978	[A Letter From The Publisher]		Time Magazine: 1978/01/23
292050	 498 	MAG	1978	Farmers: Beet-Red, Raising Cane		Time Magazine: 1978/03/13
292150	 485 	MAG	1978	Can the U.S. Defend Itself?		Time Magazine: 1978/04/03
292250	 503 	MAG	1978	A Little Help for His Relatives		Time Magazine: 1978/01/08
292350	 307 	MAG	1978	[A Letter From The Publisher]		Time Magazine: 1978/02/29
292450	 537 	MAG	1978	The Voters: We Want Teddy!		Time Magazine: 1978/08/21
292550	 526 	MAG	1978	Anguishing Letters to Dad		Time Magazine: 1978/12/11
289250	 520 	MAG	1979	[People]		Time Magazine: 1979/01/01
289350	 422 	MAG	1979	Hot Duel over Dumping		Time Magazine: 1979/03/26
289450	 405 	MAG	1979	Inflation Fever Strikes Europe		Time Magazine: 1979/12/14
289550	 402 	MAG	1979	Now for NOW?		Time Magazine: 1979/10/08
289650	 460 	MAG	1979	'I Accept in the Name of the Poor'		Time Magazine: 1979/10/29
292650	 344 	MAG	1979	In the U.S., Too		Time Magazine: 1979/01/15
292750	 223 	MAG	1979	Losing Your Head Shop		Time Magazine: 1979/02/12
292850	 445 	MAG	1979	How It Works		Time Magazine: 1979/04/09
292950	 469 	MAG	1979	SALT II: The Long Vigil		Time Magazine: 1979/01/07
293050	 503 	MAG	1979	On to the Summit in Vienna		Time Magazine: 1979/06/18
293150	 428 	MAG	1979	Civics Lesson		Time Magazine: 1979/04/16
293250	 508 	MAG	1979	The Milk Case Revisited		Time Magazine: 1979/09/10
293350	 304 	MAG	1979	Security Lapse?		Time Magazine: 1979/12/17
293450	 476 	MAG	1980	[Letters]		Time Magazine: 1980/08/04
494150	 2,578 	MAG	1981	THE END OF THE SEVENTIES	Shaw, Peter	The New Republic: 12/23/81, Vol. 185 Issue 25, p21-23, 3p
432050	 1,972 	MAG	1981	Middle-Class Junkies	David Gelman, et.al	Newsweek: 1981: : 63-64D
293550	 445 	MAG	1981	Demonstrations of Dignity	HUGH SIDEY	Time Magazine: 1981/03/09
490850	 3,759 	MAG	1981	Talk of the Town	Anderson, Jervis	New Yorker: 1981-03-09: p. 31-35
293650	 196 	MAG	1982	KochYa!		Time Magazine: 1982/03/08
293750	 497 	MAG	1982	Two Hollow Victories at Sea	GEORGE RUSSELL	Time Magazine: 1982/04/17
494450	 4,967 	MAG	1983	BEHIND THE DEATH SQUADS	Dickey, Christopher	The New Republic: 12/26/83, Vol. 189 Issue 26, p16-21, 6p, 1 bw
432150	 1,438 	MAG	1983	As a New Debt Crisis Looms Around he World	Alfred Zanker	U.S. News and World Report: 1983: : 49-50
293850	 499 	MAG	1983	Hard Choices on the Hill		Time Magazine: 1983/08/01
332750	 187 	MAG	1985	World Notes Disasters		Time Magazine: 1985/03/04
333350	 493 	MAG	1985	Little Labels	STEPHEN KOEPP	Time Magazine: 1985/03/11
333450	 198 	MAG	1985	Business Notes Computers		Time Magazine: 1985/01/14
334150	 93 	MAG	1985	Milestones		Time Magazine: 1985/03/18
336250	 175 	MAG	1985	Business Notes Retailing		Time Magazine: 1985/04/08
336950	 509 	MAG	1985	Looking for a Life of Thrills	JOHN LEO	Time Magazine: 1985/04/15
337650	 476 	MAG	1985	The Great Takeover Debate	JOHN GREENWALD.	Time Magazine: 1985/04/22
480650	 5,193 	MAG	1985	Lost samurai: 	Henry Scott-Stokes	Harpers: 1985-10 p. 55-63
487750	 3,271 	MAG	1985	Mubarak Walks a Shaky Tightrope	Reed, Stanley	The Nation: 12/28/1985, Vol. 241 Issue 22, p705-708, 4p
432250	 1,190 	MAG	1985	Tax Reform: Lawmakers Learn What People Think	Jeffrey L. Sheler	U.S. News and World Report: 1985: : 45-46
88050	 1,005 	MAG	1986	A Killer Drug Strikes Again		Sports Illustrated: July 7, 1986
333550	 116 	MAG	1986	American Notes Government		Time Magazine: 1986/11/10
333650	 139 	MAG	1986	World Notes Ireland		Time Magazine: 1986/11/17
333750	 440 	MAG	1986	Terrorism Death At the Doorstep a	JENNIFER B. HULL	Time Magazine: 1986/12/01
333850	 481 	MAG	1986	Middle East Death Comes to an Occupied Land	WILLIAM E. SMITH.	Time Magazine: 1986/12/22
332050	 450 	MAG	1986	Wanting It Both Ways		Time Magazine: 1986/04/28
332150	 433 	MAG	1986	Afghanistan an Abrupt Shuffle of Puppets	PICO IYER.	Time Magazine: 1986/12/19
332250	 140 	MAG	1986	World Notes West Germany		Time Magazine: 1986/12/26
332350	 495 	MAG	1986	Spilling Some Very Big Beans	WILLIAM R. DOERNER	Time Magazine: 1986/06/09
332450	 169 	MAG	1986	People	SARA C. MEDINA	Time Magazine: 1986/02/07
332550	 407 	MAG	1986	Custody the Good Mother	PAUL GRAY	Time Magazine: 1986/02/21
332650	 459 	MAG	1986	America Plays Black	STROBE TALBOTT	Time Magazine: 1986/08/04
331750	 506 	MAG	1986	Moscow's Program Takes Off	JOSEPH WISNOVSKY.	Time Magazine: 1986/03/31
331850	 112 	MAG	1986	Business Notes Chemicals		Time Magazine: 1986/04/14
331950	 139 	MAG	1986	World Notes Britain		Time Magazine: 1986/04/21
332850	 185 	MAG	1986	Shock Cure?		Time Magazine: 1986/08/18
332950	 369 	MAG	1986	Journalese: a Ground-Breaking Study	JOHN LEO	Time Magazine: 1986/09/01
333050	 489 	MAG	1986	Collision in the 'Birdcage'	ED MAGNUSON.	Time Magazine: 1986/09/15
333150	 501 	MAG	1986	A Launch for the Uruguay Round	STEPHEN KOEPP	Time Magazine: 1986/09/29
333250	 504 	MAG	1986	The Presidency	HUGH SIDEY	Time Magazine: 1986/10/06
333950	 138 	MAG	1987	World Notes BRITAIN		Time Magazine: 1987/01/05
334050	 505 	MAG	1987	The		Time Magazine: 1987/01/19
334950	 520 	MAG	1987	Mary, Mary HOW I GREW	PAUL GRAY	Time Magazine: 1987/04/27
335050	 221 	MAG	1987	American Notes CALIFORNIA		Time Magazine: 1987/01/11
335150	 166 	MAG	1987	Sanitizing Radio		Time Magazine: 1987/03/18
335250	 519 	MAG	1987	Aliens Fiasco	PAUL GRAY	Time Magazine: 1987/06/01
335350	 503 	MAG	1987	Giving The Devil His Due	MICHAEL WALSH	Time Magazine: 1987/06/08
335450	 394 	MAG	1987	Time		Time Magazine: 1987/06/15
335550	 172 	MAG	1987	Business Notes TELECOMMUNICATIONS		Time Magazine: 1987/06/29
334250	 444 	MAG	1987	In Florida: From Molars to Moonglow	GREGORY JAYNES	Time Magazine: 1987/02/09
334350	 519 	MAG	1987	From Star Wars to Smart Rocks	BRUCE VAN VOORST	Time Magazine: 1987/02/23
334450	 135 	MAG	1987	American Notes DRUGS		Time Magazine: 1987/03/09
334550	 491 	MAG	1987	The	JAY COCKS	Time Magazine: 1987/03/16
334650	 564 	MAG	1987	Moonlighting on The Edge	RICHARD ZOGLIN	Time Magazine: 1987/03/30
334750	 435 	MAG	1987	Bookends		Time Magazine: 1987/04/13
334850	 181 	MAG	1987	World Notes NUCLEAR WEAPONS		Time Magazine: 1987/04/20
432350	 5,578 	MAG	1987	Tough Times on the Prairie	Bryan Hodgson	National Geographic: 1987: March: 320-347
336350	 390 	MAG	1987	A Letter From the Publisher	ROBERT L. MILLER	Time Magazine: 1987/09/28
336450	 179 	MAG	1987	World Notes UNITED NATIONS		Time Magazine: 1987/10/05
335650	 523 	MAG	1987	Can North Be Believed?	ED MAGNUSON	Time Magazine: 1987/03/06
335750	 135 	MAG	1987	World Notes PANAMA		Time Magazine: 1987/04/13
335850	 423 	MAG	1987	Fancy Is as Fancy Does	MIMI SHERATON	Time Magazine: 1987/04/27
335950	 531 	MAG	1987	Into Rough Water	WALTER ISAACSON	Time Magazine: 1987/08/10
336050	 539 	MAG	1987	Out of The Wall's Shadow	ROBERT HUGHES	Time Magazine: 1987/08/24
